date_utc,product,vol_ensemble,forecast_price,mark_price_used,model
2025-12-23T00:49:43Z,BTCVOL52W25,34.081594,30.673434,46.8,EWMA+HAR+GARCH_ensemble
2025-12-24T00:12:42Z,BTCVOL52W25,33.615501,25.871006,40.02,EWMA+HAR+GARCH_ensemble
2025-12-25T00:29:56Z,BTCVOL52W25,32.602492,27.097687,43.22,EWMA+HAR+GARCH_ensemble
2025-12-26T00:27:08Z,BTCVOL52W25,31.224872,26.072768,43.42,EWMA+HAR+GARCH_ensemble
2025-12-27T00:41:18Z,BTCVOL52W25,30.5479,25.507497,43.42,EWMA+HAR+GARCH_ensemble
